STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,wrkstat,Workstation,severity,Severity (days lost),nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2014,,14,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2015,,16,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2016,,23,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2017,,25,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2018,,22,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2019,,39,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2020,,29,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2021,,28,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2022,,24,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,BE,Belgium,2023,,34,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2014,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2015,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2016,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2017,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2018,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2019,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2021,,1,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2022,,1,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,CZ,Czechia,2023,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2014,,7998,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2015,,8696,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2016,,8253,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2017,,11257,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2018,,60,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2019,,90,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2020,,107,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2021,,133,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2022,,89,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,DE,Germany,2023,,20,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2014,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2015,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2016,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2017,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2018,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2019,,0,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2021,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2022,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,ES,Spain,2023,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2014,,1686,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2015,,1412,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2016,,1339,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2017,,1267,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2018,,5832,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2019,,5769,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2020,,5307,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2021,,1278,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2022,,2303,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,FR,France,2023,,993,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2014,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2015,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2016,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2017,,1,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2018,,2,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2019,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2021,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2022,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,HU,Hungary,2023,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2014,,4212,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2015,,3797,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2016,,3836,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2017,,3674,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2018,,3410,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2019,,2917,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2020,,2145,,b,break in time series,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2021,,2989,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2022,,3636,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,NL,Netherlands,2014,,287,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,NL,Netherlands,2015,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,NL,Netherlands,2016,,0,,,,,
dataflow,ESTAT:HSW_PH3_01(1.0),"Accidents at work by sex, age, severity, NACE Rev. 2 activity and workstation",A,Annual,WST_0,Not specified,D_GE4,4 days or over,H,Transportation and storage,F,Females,Y25-54,From 25 to 54 years,NR,Number,NL,Netherlands,2017,,0,,,,,
