STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,96.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,94.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,88.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,91.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,91.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,88.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,101.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,104.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,116.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,F,Construction,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,113.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,1338.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,1324.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,1314.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,1341.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,1329.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1353.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,1324.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,1295.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1308.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,1355.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,212.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,213.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,221.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,223.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,230.8,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,233.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,227.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,226.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,237.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,245.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,656.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,668.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,712.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,733.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,731.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,738.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,634.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,614.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,704.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,I,Accommodation and food service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,759.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,161.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,172.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,175.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,170.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,171.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,181.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,F,Females,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,185.2,,,,,
