STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,763.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,763.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,736.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,711.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,640.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,666.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,637.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,614.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,16.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,16.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,15.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,19.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,17.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,13.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,17.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,16.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,18.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,U,Activities of extraterritorial organisations and bodies,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,17.3,,,,,
