STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,562.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,564.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,598.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,614.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,614.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,655.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,688.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,J,Information and communication,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,776.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,611.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,643.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,648.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,637.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,638.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,633.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,616.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,625.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,605.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,K,Financial and insurance activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,606.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,125.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,132.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,140.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,144.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,147.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,162.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,153.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,136.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,156.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,L,Real estate activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,158.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,1403.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,1415.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,1459.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,1457.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,1476.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1508.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,1495.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,1484.0,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1513.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,M,"Professional, scientific and technical activities",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,1595.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,907.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,968.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,991.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,965.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,995.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1016.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,952.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,980.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1006.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,N,Administrative and support service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,973.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,1279.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,1293.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,1262.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,1259.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,1235.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1235.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,1199.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,1147.7,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1142.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,O,Public administration and defence; compulsory social security,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,1181.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,1513.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,1508.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,1542.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,1614.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,1578.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1580.0,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,1613.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,1615.2,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1603.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,P,Education,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,1670.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,1804.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,1796.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,1831.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,1863.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,1879.5,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,1909.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,1863.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,1887.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,1882.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,Q,Human health and social work activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,1931.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,297.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,303.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,323.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,334.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,304.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,315.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,301.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,264.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,307.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,R,"Arts, entertainment and recreation",TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,334.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,652.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,658.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2016,,667.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2017,,693.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2018,,706.6,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2019,,704.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2020,,706.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2021,,703.3,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2022,,745.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,S,Other service activities,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2023,,709.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2014,,776.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,TOTAL,Total,THS_PER,Thousand persons,IT,Italy,2015,,786.5,,,,,
