STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,L,Real estate activities,T,Total,IT,Italy,2023,,681,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2014,,4787,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2015,,4445,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2016,,4842,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2017,,4773,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2018,,4953,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2019,,4792,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2020,,4377,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2021,,2780,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2022,,2069,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,M,"Professional, scientific and technical activities",T,Total,IT,Italy,2023,,2131,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2014,,18698,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2015,,16423,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2016,,16740,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2017,,16837,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2018,,16066,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2019,,15258,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2020,,12378,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2021,,14641,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2022,,16603,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,N,Administrative and support service activities,T,Total,IT,Italy,2023,,16741,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2014,,11119,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2015,,10287,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2016,,9382,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2017,,8407,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2018,,8449,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2019,,8508,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2020,,14269,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2021,,8191,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2022,,7548,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,O,Public administration and defence; compulsory social security,T,Total,IT,Italy,2023,,6451,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2014,,1675,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2015,,1440,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2016,,1437,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2017,,1454,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2018,,1705,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2019,,1584,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2020,,1378,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2021,,1322,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2022,,1369,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,P,Education,T,Total,IT,Italy,2023,,1280,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2014,,26347,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2015,,24291,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2016,,22208,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2017,,22120,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2018,,20929,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2019,,20997,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2020,,79718,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2021,,33643,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2022,,93168,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,Q,Human health and social work activities,T,Total,IT,Italy,2023,,31544,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2014,,3048,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2015,,2903,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2016,,3034,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2017,,3039,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2018,,2908,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2019,,2851,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2020,,2104,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2021,,2807,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2022,,2886,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,R,"Arts, entertainment and recreation",T,Total,IT,Italy,2023,,3149,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2014,,4533,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2015,,4028,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2016,,3924,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2017,,4002,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2018,,3746,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2019,,3649,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2020,,3864,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2021,,2736,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2022,,3131,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,S,Other service activities,T,Total,IT,Italy,2023,,2789,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2014,,41,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2015,,42,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2016,,31,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2017,,23,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2018,,34,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2019,,30,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2020,,21,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2021,,19,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2022,,12,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,T,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,T,Total,IT,Italy,2023,,14,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2014,,52,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2015,,64,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2016,,63,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2017,,48,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2018,,39,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2019,,51,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2020,,32,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2021,,33,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2022,,35,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,U,Activities of extraterritorial organisations and bodies,T,Total,IT,Italy,2023,,46,,,,,
