STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,age,Age class,sex,Sex,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),isco08,International Standard Classification of Occupations 2008 (ISCO-08),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2016,,196.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2017,,200.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2018,,212.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2019,,208.7,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2020,,207.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2021,,196.1,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2022,,197.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CH,Switzerland,2023,,206.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2014,,14.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2015,,14.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2016,,15.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2017,,17.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2018,,19.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2019,,17.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2020,,18.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2021,,16.4,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2022,,16.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CY,Cyprus,2023,,19.1,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2014,,295.9,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2015,,297.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2016,,314.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2017,,328.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2018,,328.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2019,,352.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2020,,326.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2021,,311.9,,b,break in time series,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2022,,320.6,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,CZ,Czechia,2023,,313.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2014,,1924.4,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2015,,1958.2,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2016,,2017.3,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2017,,2082.8,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2018,,2116.5,,,,,
dataflow,ESTAT:LFSA_EISN2(1.0),Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),A,Annual,Y_GE15,15 years or over,T,Total,H,Transportation and storage,TOTAL,Total,THS_PER,Thousand persons,DE,Germany,2019,,2141.5,,,,,
