wri_tot_id,structure,severity_id,time_frequency,unit_description,activity_id,sex_id,country_id,time_period,obs_value,observation_status,employment_h,casualties_x1k,m_employment_h,f_employment_h,m_casualties,f_casualties,m_casualties_x1km,f_casualties_x1kf
211,dataflow,D_GE4,Annual,Number,H,M,CZ,2015,2969,,297.6,9.98,297.6,0,2969,0,9.98,0
212,dataflow,D_GE4,Annual,Number,H,M,CZ,2016,3240,,314.2,10.31,314.2,0,3240,0,10.31,0
213,dataflow,D_GE4,Annual,Number,H,M,CZ,2017,3248,,328.4,9.89,328.4,0,3248,0,9.89,0
214,dataflow,D_GE4,Annual,Number,H,M,CZ,2018,3204,,328.2,9.76,328.2,0,3204,0,9.76,0
215,dataflow,D_GE4,Annual,Number,H,M,CZ,2019,3047,,352.5,8.64,352.5,0,3047,0,8.64,0
216,dataflow,D_GE4,Annual,Number,H,M,CZ,2020,2797,break in time series,326.4,8.57,326.4,0,2797,0,8.57,0
217,dataflow,D_GE4,Annual,Number,H,M,CZ,2021,2950,,311.9,9.46,311.9,0,2950,0,9.46,0
218,dataflow,D_GE4,Annual,Number,H,M,CZ,2022,2718,,320.6,8.48,320.6,0,2718,0,8.48,0
219,dataflow,D_GE4,Annual,Number,H,M,CZ,2023,2478,,313.5,7.9,313.5,0,2478,0,7.9,0
220,dataflow,D_GE4,Annual,Number,H,M,DE,2014,55314,,1924.4,28.74,1924.4,0,55314,0,28.74,0
221,dataflow,D_GE4,Annual,Number,H,M,DE,2015,58075,,1958.2,29.66,1958.2,0,58075,0,29.66,0
222,dataflow,D_GE4,Annual,Number,H,M,DE,2016,53632,,2017.3,26.59,2017.3,0,53632,0,26.59,0
223,dataflow,D_GE4,Annual,Number,H,M,DE,2017,68509,break in time series,2082.8,32.89,2082.8,0,68509,0,32.89,0
224,dataflow,D_GE4,Annual,Number,H,M,DE,2018,71268,,2116.5,33.67,2116.5,0,71268,0,33.67,0
225,dataflow,D_GE4,Annual,Number,H,M,DE,2019,69684,,2141.5,32.54,2141.5,0,69684,0,32.54,0
226,dataflow,D_GE4,Annual,Number,H,M,DE,2020,60874,break in time series,1912.9,31.82,1912.9,0,60874,0,31.82,0
227,dataflow,D_GE4,Annual,Number,H,M,DE,2021,69228,,1887,36.69,1887,0,69228,0,36.69,0
228,dataflow,D_GE4,Annual,Number,H,M,DE,2022,66078,,2024.5,32.64,2024.5,0,66078,0,32.64,0
229,dataflow,D_GE4,Annual,Number,H,M,DE,2023,66229,,2064.4,32.08,2064.4,0,66229,0,32.08,0
230,dataflow,D_GE4,Annual,Number,H,M,ES,2014,22149,,852.8,25.97,852.8,0,22149,0,25.97,0
231,dataflow,D_GE4,Annual,Number,H,M,ES,2015,24165,,870.5,27.76,870.5,0,24165,0,27.76,0
232,dataflow,D_GE4,Annual,Number,H,M,ES,2016,25629,,932.1,27.5,932.1,0,25629,0,27.5,0
233,dataflow,D_GE4,Annual,Number,H,M,ES,2017,27318,,936.6,29.17,936.6,0,27318,0,29.17,0
234,dataflow,D_GE4,Annual,Number,H,M,ES,2018,28379,,981.1,28.93,981.1,0,28379,0,28.93,0
235,dataflow,D_GE4,Annual,Number,H,M,ES,2019,31139,break in time series,1031.1,30.2,1031.1,0,31139,0,30.2,0
236,dataflow,D_GE4,Annual,Number,H,M,ES,2020,23893,break in time series,992.1,24.08,992.1,0,23893,0,24.08,0
237,dataflow,D_GE4,Annual,Number,H,M,ES,2021,27539,,1028.3,26.78,1028.3,0,27539,0,26.78,0
238,dataflow,D_GE4,Annual,Number,H,M,ES,2022,29616,,1113.3,26.6,1113.3,0,29616,0,26.6,0
239,dataflow,D_GE4,Annual,Number,H,M,ES,2023,30019,,1177.2,25.5,1177.2,0,30019,0,25.5,0
240,dataflow,D_GE4,Annual,Number,H,M,FR,2014,46580,break in time series,1427.7,32.63,1427.7,0,46580,0,32.63,0
241,dataflow,D_GE4,Annual,Number,H,M,FR,2015,47290,,1474.9,32.06,1474.9,0,47290,0,32.06,0
242,dataflow,D_GE4,Annual,Number,H,M,FR,2016,47517,,1459.6,32.55,1459.6,0,47517,0,32.55,0
243,dataflow,D_GE4,Annual,Number,H,M,FR,2017,48454,break in time series,1448.1,33.46,1448.1,0,48454,0,33.46,0
244,dataflow,D_GE4,Annual,Number,H,M,FR,2018,50287,,1421.1,35.39,1421.1,0,50287,0,35.39,0
245,dataflow,D_GE4,Annual,Number,H,M,FR,2019,50343,,1412.3,35.65,1412.3,0,50343,0,35.65,0
246,dataflow,D_GE4,Annual,Number,H,M,FR,2020,42748,break in time series,1385,30.86,1385,0,42748,0,30.86,0
247,dataflow,D_GE4,Annual,Number,H,M,FR,2021,48473,,1411.6,34.34,1411.6,0,48473,0,34.34,0
248,dataflow,D_GE4,Annual,Number,H,M,FR,2022,45281,break in time series,1443.9,31.36,1443.9,0,45281,0,31.36,0
249,dataflow,D_GE4,Annual,Number,H,M,FR,2023,43406,,1445.7,30.02,1445.7,0,43406,0,30.02,0
250,dataflow,D_GE4,Annual,Number,H,M,HU,2014,1979,,258.7,7.65,258.7,0,1979,0,7.65,0
251,dataflow,D_GE4,Annual,Number,H,M,HU,2015,2071,,266.8,7.76,266.8,0,2071,0,7.76,0
252,dataflow,D_GE4,Annual,Number,H,M,HU,2016,2656,,276.2,9.62,276.2,0,2656,0,9.62,0
253,dataflow,D_GE4,Annual,Number,H,M,HU,2017,2561,,294,8.71,294,0,2561,0,8.71,0
254,dataflow,D_GE4,Annual,Number,H,M,HU,2018,2345,,289.8,8.09,289.8,0,2345,0,8.09,0
255,dataflow,D_GE4,Annual,Number,H,M,HU,2019,2305,,301.9,7.63,301.9,0,2305,0,7.63,0
256,dataflow,D_GE4,Annual,Number,H,M,HU,2020,2570,break in time series,276.9,9.28,276.9,0,2570,0,9.28,0
257,dataflow,D_GE4,Annual,Number,H,M,HU,2021,2502,,284.7,8.79,284.7,0,2502,0,8.79,0
258,dataflow,D_GE4,Annual,Number,H,M,HU,2022,2573,,288.2,8.93,288.2,0,2573,0,8.93,0
259,dataflow,D_GE4,Annual,Number,H,M,HU,2023,2551,,293.8,8.68,293.8,0,2551,0,8.68,0
260,dataflow,D_GE4,Annual,Number,H,M,IT,2014,25015,,1039.1,24.07,1039.1,0,25015,0,24.07,0
261,dataflow,D_GE4,Annual,Number,H,M,IT,2015,24284,,1033,23.51,1033,0,24284,0,23.51,0
262,dataflow,D_GE4,Annual,Number,H,M,IT,2016,25192,,1084.9,23.22,1084.9,0,25192,0,23.22,0
263,dataflow,D_GE4,Annual,Number,H,M,IT,2017,25807,,1109.5,23.26,1109.5,0,25807,0,23.26,0
264,dataflow,D_GE4,Annual,Number,H,M,IT,2018,24062,,1117.7,21.53,1117.7,0,24062,0,21.53,0
265,dataflow,D_GE4,Annual,Number,H,M,IT,2019,22476,,1131.8,19.86,1131.8,0,22476,0,19.86,0
266,dataflow,D_GE4,Annual,Number,H,M,IT,2020,16062,break in time series,1114.2,14.42,1114.2,0,16062,0,14.42,0
267,dataflow,D_GE4,Annual,Number,H,M,IT,2021,24572,,1141.3,21.53,1141.3,0,24572,0,21.53,0
268,dataflow,D_GE4,Annual,Number,H,M,IT,2022,25770,,1167.3,22.08,1167.3,0,25770,0,22.08,0
269,dataflow,D_GE4,Annual,Number,H,M,IT,2023,25008,,1180,21.19,1180,0,25008,0,21.19,0
270,dataflow,D_GE4,Annual,Number,H,M,NL,2014,6264,break in time series,357.7,17.51,357.7,0,6264,0,17.51,0
271,dataflow,D_GE4,Annual,Number,H,M,NL,2015,4917,,356.1,13.81,356.1,0,4917,0,13.81,0
272,dataflow,D_GE4,Annual,Number,H,M,NL,2016,4074,,374.2,10.89,374.2,0,4074,0,10.89,0
273,dataflow,D_GE4,Annual,Number,H,M,NL,2017,6198,,384,16.14,384,0,6198,0,16.14,0
274,dataflow,D_GE4,Annual,Number,H,M,NL,2018,7552,,403.4,18.72,403.4,0,7552,0,18.72,0
275,dataflow,D_GE4,Annual,Number,H,M,NL,2019,8651,,394.1,21.95,394.1,0,8651,0,21.95,0
276,dataflow,D_GE4,Annual,Number,H,M,NL,2020,6199,break in time series,367.5,16.87,367.5,0,6199,0,16.87,0
277,dataflow,D_GE4,Annual,Number,H,M,NL,2021,6171,,460.2,13.41,460.2,0,6171,0,13.41,0
278,dataflow,D_GE4,Annual,Number,H,M,NL,2022,8868,,450.9,19.67,450.9,0,8868,0,19.67,0
279,dataflow,D_GE4,Annual,Number,H,M,NL,2023,8243,,453.7,18.17,453.7,0,8243,0,18.17,0
280,dataflow,D_GE4,Annual,Number,H,M,PL,2014,4450,,927,4.8,927,0,4450,0,4.8,0
281,dataflow,D_GE4,Annual,Number,H,M,PL,2015,4679,,944.4,4.95,944.4,0,4679,0,4.95,0
282,dataflow,D_GE4,Annual,Number,H,M,PL,2016,4733,,969.7,4.88,969.7,0,4733,0,4.88,0
283,dataflow,D_GE4,Annual,Number,H,M,PL,2017,5081,,1014.1,5.01,1014.1,0,5081,0,5.01,0
284,dataflow,D_GE4,Annual,Number,H,M,PL,2018,4919,,1039.2,4.73,1039.2,0,4919,0,4.73,0
285,dataflow,D_GE4,Annual,Number,H,M,PL,2019,5043,,1068.9,4.72,1068.9,0,5043,0,4.72,0
286,dataflow,D_GE4,Annual,Number,H,M,PL,2020,3674,break in time series,1119.2,3.28,1119.2,0,3674,0,3.28,0
287,dataflow,D_GE4,Annual,Number,H,M,PL,2021,4154,,1165.3,3.56,1165.3,0,4154,0,3.56,0
288,dataflow,D_GE4,Annual,Number,H,M,PL,2022,3983,,1134.1,3.51,1134.1,0,3983,0,3.51,0
289,dataflow,D_GE4,Annual,Number,H,M,PL,2023,4179,,1130.8,3.7,1130.8,0,4179,0,3.7,0
290,dataflow,D_GE4,Annual,Number,H,M,RO,2014,281,,432.3,0.65,432.3,0,281,0,0.65,0
291,dataflow,D_GE4,Annual,Number,H,M,RO,2015,329,,475.3,0.69,475.3,0,329,0,0.69,0
292,dataflow,D_GE4,Annual,Number,H,M,RO,2016,335,,472.4,0.71,472.4,0,335,0,0.71,0
293,dataflow,D_GE4,Annual,Number,H,M,RO,2017,370,,492.3,0.75,492.3,0,370,0,0.75,0
294,dataflow,D_GE4,Annual,Number,H,M,RO,2018,398,,510.9,0.78,510.9,0,398,0,0.78,0
295,dataflow,D_GE4,Annual,Number,H,M,RO,2019,363,,512.2,0.71,512.2,0,363,0,0.71,0
296,dataflow,D_GE4,Annual,Number,H,M,RO,2020,294,break in time series,517.5,0.57,517.5,0,294,0,0.57,0
297,dataflow,D_GE4,Annual,Number,H,M,RO,2021,204,,544,0.38,544,0,204,0,0.38,0
298,dataflow,D_GE4,Annual,Number,H,M,RO,2022,229,,555.5,0.41,555.5,0,229,0,0.41,0
299,dataflow,D_GE4,Annual,Number,H,M,RO,2023,230,,570.3,0.4,570.3,0,230,0,0.4,0
300,dataflow,D_GE4,Annual,Number,H,UNK,BE,2014,0,break in time series,246.5,0,201.6,44.9,0,0,0,0
301,dataflow,D_GE4,Annual,Number,H,UNK,BE,2015,0,,248.9,0,201.8,47.1,0,0,0,0
302,dataflow,D_GE4,Annual,Number,H,UNK,BE,2016,0,,252.4,0,201.5,50.9,0,0,0,0
303,dataflow,D_GE4,Annual,Number,H,UNK,BE,2017,0,,259.5,0,208.2,51.3,0,0,0,0
304,dataflow,D_GE4,Annual,Number,H,UNK,BE,2018,0,,257.4,0,203.9,53.5,0,0,0,0
305,dataflow,D_GE4,Annual,Number,H,UNK,BE,2019,0,,276.2,0,214.6,61.6,0,0,0,0
306,dataflow,D_GE4,Annual,Number,H,UNK,BE,2020,0,break in time series,257.4,0,204.2,53.2,0,0,0,0
307,dataflow,D_GE4,Annual,Number,H,UNK,BE,2021,1,,273,0,208.8,64.2,0.88,0.12,0,0
308,dataflow,D_GE4,Annual,Number,H,UNK,BE,2022,0,,277.4,0,218.6,58.8,0,0,0,0
309,dataflow,D_GE4,Annual,Number,H,UNK,BE,2023,0,,272.3,0,215,57.3,0,0,0,0
310,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2014,0,,295.9,0,213.03,82.87,0,0,0,0
311,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2015,0,,297.6,0,220.5,77.1,0,0,0,0
312,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2016,0,,314.2,0,233.1,81.1,0,0,0,0
313,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2017,0,,328.4,0,241.3,87.1,0,0,0,0
314,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2018,0,,328.2,0,240.5,87.7,0,0,0,0
315,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2019,0,,352.5,0,262.5,90,0,0,0,0
316,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2020,0,break in time series,326.4,0,242.9,83.5,0,0,0,0
317,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2021,0,,311.9,0,232.2,79.7,0,0,0,0
318,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2022,0,,320.6,0,242.3,78.3,0,0,0,0
319,dataflow,D_GE4,Annual,Number,H,UNK,CZ,2023,0,,313.5,0,238.2,75.3,0,0,0,0
320,dataflow,D_GE4,Annual,Number,H,UNK,DE,2014,0,,1924.4,0,1439.67,484.73,0,0,0,0
321,dataflow,D_GE4,Annual,Number,H,UNK,DE,2015,0,,1958.2,0,1471.1,487.1,0,0,0,0
322,dataflow,D_GE4,Annual,Number,H,UNK,DE,2016,0,,2017.3,0,1513.5,503.8,0,0,0,0
323,dataflow,D_GE4,Annual,Number,H,UNK,DE,2017,13,break in time series,2082.8,0.01,1560.3,522.5,10.53,2.47,0.01,0
324,dataflow,D_GE4,Annual,Number,H,UNK,DE,2018,26,,2116.5,0.01,1589.4,527.1,21.05,4.95,0.01,0.01
325,dataflow,D_GE4,Annual,Number,H,UNK,DE,2019,41,,2141.5,0.02,1614.1,527.4,33.2,7.8,0.02,0.01
326,dataflow,D_GE4,Annual,Number,H,UNK,DE,2020,0,break in time series,1912.9,0,1436,476.9,0,0,0,0
327,dataflow,D_GE4,Annual,Number,H,UNK,DE,2021,31,,1887,0.02,1408,479,25.1,5.9,0.02,0.01
328,dataflow,D_GE4,Annual,Number,H,UNK,DE,2022,0,,2024.5,0,1530.2,494.3,0,0,0,0
329,dataflow,D_GE4,Annual,Number,H,UNK,DE,2023,35,,2064.4,0.02,1552.6,511.8,28.34,6.66,0.02,0.01
330,dataflow,D_GE4,Annual,Number,H,UNK,ES,2014,0,,852.8,0,695.2,157.6,0,0,0,0
331,dataflow,D_GE4,Annual,Number,H,UNK,ES,2015,0,,870.5,0,708.2,162.3,0,0,0,0
332,dataflow,D_GE4,Annual,Number,H,UNK,ES,2016,0,,932.1,0,752.1,180,0,0,0,0
333,dataflow,D_GE4,Annual,Number,H,UNK,ES,2017,0,,936.6,0,759.18,177.42,0,0,0,0
334,dataflow,D_GE4,Annual,Number,H,UNK,ES,2018,0,,981.1,0,796.1,185,0,0,0,0
335,dataflow,D_GE4,Annual,Number,H,UNK,ES,2019,0,break in time series,1031.1,0,827.5,203.6,0,0,0,0
336,dataflow,D_GE4,Annual,Number,H,UNK,ES,2020,0,break in time series,992.1,0,788.7,203.4,0,0,0,0
337,dataflow,D_GE4,Annual,Number,H,UNK,ES,2021,0,,1028.3,0,815,213.3,0,0,0,0
338,dataflow,D_GE4,Annual,Number,H,UNK,ES,2022,0,,1113.3,0,884.6,228.7,0,0,0,0
339,dataflow,D_GE4,Annual,Number,H,UNK,ES,2023,0,,1177.2,0,915.6,261.6,0,0,0,0
340,dataflow,D_GE4,Annual,Number,H,UNK,FR,2014,0,break in time series,1427.7,0,1055.8,371.9,0,0,0,0
341,dataflow,D_GE4,Annual,Number,H,UNK,FR,2015,0,,1474.9,0,1082.8,392.1,0,0,0,0
342,dataflow,D_GE4,Annual,Number,H,UNK,FR,2016,0,,1459.6,0,1074.2,385.4,0,0,0,0
343,dataflow,D_GE4,Annual,Number,H,UNK,FR,2017,5,break in time series,1448.1,0,1071.37,376.73,3.97,1.03,0,0
344,dataflow,D_GE4,Annual,Number,H,UNK,FR,2018,0,,1421.1,0,1073.3,347.8,0,0,0,0
345,dataflow,D_GE4,Annual,Number,H,UNK,FR,2019,0,,1412.3,0,1050.53,361.77,0,0,0,0
346,dataflow,D_GE4,Annual,Number,H,UNK,FR,2020,0,break in time series,1385,0,1028.13,356.87,0,0,0,0
347,dataflow,D_GE4,Annual,Number,H,UNK,FR,2021,0,,1411.6,0,1047.1,364.5,0,0,0,0
348,dataflow,D_GE4,Annual,Number,H,UNK,FR,2022,0,break in time series,1443.9,0,1059.9,384,0,0,0,0
349,dataflow,D_GE4,Annual,Number,H,UNK,FR,2023,0,,1445.7,0,1063.8,381.9,0,0,0,0
350,dataflow,D_GE4,Annual,Number,H,UNK,HU,2014,0,,258.7,0,191.4,67.3,0,0,0,0
351,dataflow,D_GE4,Annual,Number,H,UNK,HU,2015,0,,266.8,0,198.2,68.6,0,0,0,0
352,dataflow,D_GE4,Annual,Number,H,UNK,HU,2016,0,,276.2,0,210,66.2,0,0,0,0
353,dataflow,D_GE4,Annual,Number,H,UNK,HU,2017,0,,294,0,225.2,68.8,0,0,0,0
354,dataflow,D_GE4,Annual,Number,H,UNK,HU,2018,0,,289.8,0,220.2,69.6,0,0,0,0
355,dataflow,D_GE4,Annual,Number,H,UNK,HU,2019,0,,301.9,0,233.1,68.8,0,0,0,0
356,dataflow,D_GE4,Annual,Number,H,UNK,HU,2020,0,break in time series,276.9,0,213.3,63.6,0,0,0,0
357,dataflow,D_GE4,Annual,Number,H,UNK,HU,2021,0,,284.7,0,214.7,70,0,0,0,0
358,dataflow,D_GE4,Annual,Number,H,UNK,HU,2022,0,,288.2,0,217.7,70.5,0,0,0,0
359,dataflow,D_GE4,Annual,Number,H,UNK,HU,2023,0,,293.8,0,223.1,70.7,0,0,0,0
360,dataflow,D_GE4,Annual,Number,H,UNK,IT,2014,0,,1039.1,0,826.22,212.88,0,0,0,0
361,dataflow,D_GE4,Annual,Number,H,UNK,IT,2015,0,,1033,0,819.32,213.68,0,0,0,0
362,dataflow,D_GE4,Annual,Number,H,UNK,IT,2016,0,,1084.9,0,863.8,221.1,0,0,0,0
363,dataflow,D_GE4,Annual,Number,H,UNK,IT,2017,0,,1109.5,0,886.32,223.18,0,0,0,0
364,dataflow,D_GE4,Annual,Number,H,UNK,IT,2018,0,,1117.7,0,886.92,230.78,0,0,0,0
365,dataflow,D_GE4,Annual,Number,H,UNK,IT,2019,0,,1131.8,0,898.2,233.6,0,0,0,0
366,dataflow,D_GE4,Annual,Number,H,UNK,IT,2020,0,break in time series,1114.2,0,887.2,227,0,0,0,0
367,dataflow,D_GE4,Annual,Number,H,UNK,IT,2021,0,,1141.3,0,915.2,226.1,0,0,0,0
368,dataflow,D_GE4,Annual,Number,H,UNK,IT,2022,0,,1167.3,0,929.5,237.8,0,0,0,0
369,dataflow,D_GE4,Annual,Number,H,UNK,IT,2023,0,,1180,0,935,245,0,0,0,0
370,dataflow,D_GE4,Annual,Number,H,UNK,NL,2014,0,break in time series,357.7,0,271.6,86.1,0,0,0,0
371,dataflow,D_GE4,Annual,Number,H,UNK,NL,2015,0,,356.1,0,269.2,86.9,0,0,0,0
372,dataflow,D_GE4,Annual,Number,H,UNK,NL,2016,0,,374.2,0,281.2,93,0,0,0,0
373,dataflow,D_GE4,Annual,Number,H,UNK,NL,2017,0,,384,0,291.8,92.2,0,0,0,0
374,dataflow,D_GE4,Annual,Number,H,UNK,NL,2018,0,,403.4,0,307.7,95.7,0,0,0,0
375,dataflow,D_GE4,Annual,Number,H,UNK,NL,2019,0,,394.1,0,298.5,95.6,0,0,0,0
376,dataflow,D_GE4,Annual,Number,H,UNK,NL,2020,0,break in time series,367.5,0,285.6,81.9,0,0,0,0
377,dataflow,D_GE4,Annual,Number,H,UNK,NL,2021,0,,460.2,0,352.9,107.3,0,0,0,0
378,dataflow,D_GE4,Annual,Number,H,UNK,NL,2022,0,,450.9,0,346.7,104.2,0,0,0,0
379,dataflow,D_GE4,Annual,Number,H,UNK,NL,2023,0,,453.7,0,344.82,108.88,0,0,0,0
380,dataflow,D_GE4,Annual,Number,H,UNK,PL,2014,0,,927,0,733.5,193.5,0,0,0,0
381,dataflow,D_GE4,Annual,Number,H,UNK,PL,2015,0,,944.4,0,753.7,190.7,0,0,0,0
382,dataflow,D_GE4,Annual,Number,H,UNK,PL,2016,0,,969.7,0,776.8,192.9,0,0,0,0
383,dataflow,D_GE4,Annual,Number,H,UNK,PL,2017,0,,1014.1,0,819.5,194.6,0,0,0,0
384,dataflow,D_GE4,Annual,Number,H,UNK,PL,2018,0,,1039.2,0,832.7,206.5,0,0,0,0
385,dataflow,D_GE4,Annual,Number,H,UNK,PL,2019,0,,1068.9,0,841.32,227.58,0,0,0,0
386,dataflow,D_GE4,Annual,Number,H,UNK,PL,2020,0,break in time series,1119.2,0,882.7,236.5,0,0,0,0
387,dataflow,D_GE4,Annual,Number,H,UNK,PL,2021,0,,1165.3,0,931.3,234,0,0,0,0
388,dataflow,D_GE4,Annual,Number,H,UNK,PL,2022,0,,1134.1,0,887.8,246.3,0,0,0,0
389,dataflow,D_GE4,Annual,Number,H,UNK,PL,2023,0,,1130.8,0,891.5,239.3,0,0,0,0
390,dataflow,D_GE4,Annual,Number,H,UNK,RO,2014,0,,432.3,0,358.2,74.1,0,0,0,0
391,dataflow,D_GE4,Annual,Number,H,UNK,RO,2015,0,,475.3,0,398.7,76.6,0,0,0,0
392,dataflow,D_GE4,Annual,Number,H,UNK,RO,2016,0,,472.4,0,402.49,69.91,0,0,0,0
393,dataflow,D_GE4,Annual,Number,H,UNK,RO,2017,0,,492.3,0,423.5,68.8,0,0,0,0
394,dataflow,D_GE4,Annual,Number,H,UNK,RO,2018,0,,510.9,0,442.1,68.8,0,0,0,0
395,dataflow,D_GE4,Annual,Number,H,UNK,RO,2019,0,,512.2,0,448.1,64.1,0,0,0,0
396,dataflow,D_GE4,Annual,Number,H,UNK,RO,2020,0,break in time series,517.5,0,455.9,61.6,0,0,0,0
397,dataflow,D_GE4,Annual,Number,H,UNK,RO,2021,0,,544,0,470.6,73.4,0,0,0,0
398,dataflow,D_GE4,Annual,Number,H,UNK,RO,2022,0,,555.5,0,480.89,74.61,0,0,0,0
399,dataflow,D_GE4,Annual,Number,H,UNK,RO,2023,0,,570.3,0,493.6,76.7,0,0,0,0
