eh_id,structure,structure_name,time_frequency,age_id,sex_id,activity_id,isco08_deescription,unit_description,country_id,time_period,obs_value,observation_status,
169,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IS,2020,2.6,break in time series,
170,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IS,2021,2.3,break in time series,
171,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IS,2022,3.6,,
172,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IS,2023,3.5,,
173,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2014,212.9,,
174,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2015,213.7,,
175,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2016,221.1,,
176,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2017,223.2,,
177,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2018,230.8,break in time series,
178,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2019,233.6,,
179,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2020,227,,
180,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2021,226.1,break in time series,
181,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2022,237.8,,
182,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,IT,2023,245,,
183,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2014,24.2,,
184,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2015,25.6,,
185,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2016,24.4,,
186,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2017,25.2,,
187,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2018,25.6,,
188,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2019,27,,
189,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2020,29.7,,
190,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2021,27.9,break in time series,
191,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2022,27.2,,
192,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LT,2023,25.1,,
193,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2014,1.4,,
194,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2015,1.2,break in time series,
195,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2016,2.1,,
196,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2017,1.8,,
197,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2018,2,,
198,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2019,2.5,,
199,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2020,2.9,,
200,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2021,2,break in time series,
201,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2022,2.5,,
202,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LU,2023,2.6,low reliability,
203,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2014,24.2,,
204,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2015,22.1,,
205,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2016,23.8,,
206,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2017,20.7,,
207,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2018,19.7,,
208,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2019,18.6,,
209,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2020,17.1,,
210,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2021,17.3,break in time series,
211,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2022,17,,
212,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,LV,2023,16.9,,
213,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2014,2.3,,
214,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2015,2.7,,
215,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2016,2.1,,
216,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2017,2.8,,
217,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2018,2.4,,
218,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2019,2.1,,
219,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,ME,2020,2.5,,
220,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2014,4.5,,
221,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2015,5.2,,
222,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2016,5.4,,
223,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2017,4.8,,
224,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2018,5.3,,
225,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2019,6.1,,
226,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2020,6.6,,
227,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2021,4.9,break in time series,
228,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2022,4,,
229,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MK,2023,5.6,,
230,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2014,2.3,,
231,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2015,1.7,,
232,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2016,2,,
233,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2017,3,,
234,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2018,2.6,,
235,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2019,2.7,,
236,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2020,3.5,,
237,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2021,3,break in time series,
238,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2022,3.4,,
239,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,MT,2023,3.9,,
240,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2014,86.1,,
241,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2015,86.9,,
242,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2016,93,,
243,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2017,92.2,,
244,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2018,95.7,,
245,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2019,95.6,,
246,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2020,81.9,,
247,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2021,107.3,break in time series,
248,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2022,104.2,,
249,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NL,2023,108.9,,
250,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2014,28,,
251,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2015,32.2,,
252,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2016,29.5,,
253,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2017,26.8,,
254,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2018,27.4,,
255,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2019,25.5,,
256,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2020,24.1,,
257,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2021,24.1,break in time series,
258,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2022,28,,
259,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,NO,2023,31.5,,
260,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2014,193.5,,
261,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2015,190.7,,
262,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2016,192.9,,
263,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2017,194.6,,
264,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2018,206.5,,
265,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2019,227.6,break in time series,
266,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2020,236.5,,
267,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2021,234,break in time series,
268,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2022,246.3,,
269,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PL,2023,239.3,,
270,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2014,31.7,,
271,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2015,34.5,,
272,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2016,39,,
273,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2017,46.5,,
274,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2018,45.6,,
275,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2019,47.5,,
276,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2020,42.2,,
277,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2021,46.9,break in time series,
278,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2022,44.9,,
279,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,PT,2023,44.4,,
280,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2014,74.1,,
281,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2015,76.6,,
282,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2016,69.9,,
283,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2017,68.8,,
284,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2018,68.8,,
285,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2019,64.1,,
286,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2020,61.6,,
287,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2021,73.4,break in time series,
288,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2022,74.6,,
289,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RO,2023,76.7,,
290,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2014,25.5,break in time series,
291,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2015,26.1,,
292,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2016,26.2,,
293,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2017,30.2,,
294,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2018,30.2,,
295,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2019,31.9,,
296,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2020,29.7,,
297,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2021,30.5,break in time series,
298,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2022,29.6,,
299,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,RS,2023,33,,
300,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2014,53.3,,
301,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2015,53.1,,
302,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2016,54,,
303,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2017,56.1,,
304,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2018,56.6,break in time series,
305,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2019,55,,
306,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2020,50.7,,
307,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2021,44.1,break in time series,
308,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2022,44.4,,
309,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SE,2023,53.7,,
310,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2014,6.9,,
311,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2015,7.5,,
312,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2016,9.2,,
313,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2017,9.1,,
314,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2018,12.2,,
315,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2019,11.2,,
316,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2020,8.2,,
317,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2021,9.8,break in time series,
318,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2022,9.3,,
319,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SI,2023,9.7,,
320,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2014,36.2,,
321,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2015,35.6,,
322,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2016,40.6,,
323,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2017,43.4,,
324,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2018,47.3,,
325,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2019,44.3,,
326,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2020,35.9,,
327,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2021,37.7,break in time series,
328,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2022,45.5,,
329,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,SK,2023,43,,
330,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2014,80.2,break in time series,
331,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2015,84.6,,
332,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2016,111.6,,
333,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2017,112.6,,
334,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2018,101.3,,
335,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2019,115.8,,
336,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2020,112.4,,
337,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2021,128.1,break in time series,
338,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2022,158,,
339,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,TR,2023,177.3,,
340,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2014,308.5,,
341,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2015,342.1,,
342,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2016,325.4,,
343,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2017,322.1,,
344,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2018,326.8,,
345,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,H,Total,Thousand persons,UK,2019,292.4,,
346,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2014,158.1,,
347,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2015,160.5,,
348,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2016,163.4,,
349,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2017,161.1,,
350,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,AT,2018,163,,
