eit_id,structure,structure_name,time_frequency,age_id,sex_id,activity_id,isco08_deescription,unit_description,country_id,time_period,obs_value,observation_status
172,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2016,149.3,
173,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2017,139.9,
174,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2018,126.2,break in time series
175,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2019,132.9,
176,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2020,125.2,
177,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2021,113.8,break in time series
178,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2022,133.8,
179,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,R,Total,Thousand persons,IT,2023,142.4,
180,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2014,403.3,
181,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2015,403.3,
182,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2016,406.6,
183,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2017,428,
184,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2018,438.2,break in time series
185,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2019,435.7,
186,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2020,433.1,
187,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2021,442,break in time series
188,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2022,478.8,
189,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,S,Total,Thousand persons,IT,2023,463.9,
190,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2014,661.4,
191,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2015,676.5,
192,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2016,669.3,
193,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2017,668.1,
194,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2018,646.8,break in time series
195,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2019,626.5,
196,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2020,560.5,
197,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2021,584.8,break in time series
198,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2022,556.3,
199,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,T,Total,Thousand persons,IT,2023,535.7,
200,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2014,6.2,
201,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2015,7.5,
202,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2016,7.7,
203,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2017,11.3,
204,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2018,8.4,break in time series
205,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2019,6.6,
206,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2020,7.7,
207,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2021,7,break in time series
208,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2022,10,
209,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,F,U,Total,Thousand persons,IT,2023,7.3,
210,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2014,586.6,
211,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2015,613.9,
212,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2016,643.9,
213,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2017,643.1,
214,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2018,627.9,break in time series
215,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2019,663.9,
216,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2020,675.8,
217,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2021,678,break in time series
218,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2022,646.8,
219,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,A,Total,Thousand persons,IT,2023,629.2,
220,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2014,35,
221,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2015,31.2,
222,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2016,28.3,
223,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2017,26,
224,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2018,21.1,break in time series
225,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2019,21.7,
226,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2020,28.1,
227,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2021,26.1,break in time series
228,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2022,27.7,
229,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,B,Total,Thousand persons,IT,2023,27.4,
230,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2014,3040.8,
231,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2015,3031.5,
232,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2016,3065.4,
233,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2017,3102.7,
234,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2018,3119.3,break in time series
235,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2019,3164.6,
236,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2020,3142.9,
237,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2021,3094.9,break in time series
238,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2022,3088.2,
239,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,C,Total,Thousand persons,IT,2023,3140.6,
240,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2014,83.2,
241,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2015,89.5,
242,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2016,97.6,
243,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2017,92.3,
244,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2018,79.4,break in time series
245,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2019,83.8,
246,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2020,87.2,
247,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2021,80.9,break in time series
248,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2022,83.5,
249,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,D,Total,Thousand persons,IT,2023,107.1,
250,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2014,196.6,
251,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2015,203.2,
252,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2016,203.9,
253,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2017,201.5,
254,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2018,212.3,break in time series
255,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2019,202.5,
256,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2020,200.6,
257,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2021,205.2,break in time series
258,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2022,204.4,
259,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,E,Total,Thousand persons,IT,2023,211.7,
260,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2014,1387.9,
261,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2015,1373.6,
262,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2016,1315.1,
263,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2017,1324,
264,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2018,1293.7,break in time series
265,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2019,1235.1,
266,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2020,1239.9,
267,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2021,1326,break in time series
268,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2022,1434.2,
269,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,F,Total,Thousand persons,IT,2023,1417.2,
270,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2014,1888,
271,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2015,1869.9,
272,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2016,1926.6,
273,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2017,1945.5,
274,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2018,1926.2,break in time series
275,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2019,1903,
276,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2020,1830,
277,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2021,1811.1,break in time series
278,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2022,1828.4,
279,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,G,Total,Thousand persons,IT,2023,1834,
280,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2014,826.3,
281,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2015,819.4,
282,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2016,863.8,
283,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2017,886.4,
284,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2018,887,break in time series
285,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2019,898.2,
286,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2020,887.2,
287,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2021,915.2,break in time series
288,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2022,929.5,
289,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,H,Total,Thousand persons,IT,2023,935,
290,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2014,613.3,
291,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2015,665.4,
292,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2016,682.1,
293,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2017,717.5,
294,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2018,707,break in time series
295,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2019,718.6,
296,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2020,656.2,
297,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2021,588.1,break in time series
298,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2022,700.9,
299,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,I,Total,Thousand persons,IT,2023,751.6,
300,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2014,390.3,
301,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2015,388.9,
302,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2016,386.6,
303,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2017,394.6,
304,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2018,426.9,break in time series
305,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2019,432.5,
306,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2020,429.5,
307,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2021,459.3,break in time series
308,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2022,478.1,
309,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,J,Total,Thousand persons,IT,2023,547.5,
310,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2014,334,
311,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2015,352.3,
312,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2016,362.8,
313,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2017,352.1,
314,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2018,355.6,break in time series
315,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2019,347.7,
316,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2020,327.7,
317,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2021,325.5,break in time series
318,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2022,319.9,
319,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,K,Total,Thousand persons,IT,2023,338.6,
320,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2014,73.7,
321,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2015,74.1,
322,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2016,77.2,
323,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2017,82.7,
324,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2018,85.4,break in time series
325,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2019,86.9,
326,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2020,77,
327,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2021,75,break in time series
328,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2022,86.1,
329,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,L,Total,Thousand persons,IT,2023,84.7,
330,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2014,762.9,
331,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2015,782.4,
332,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2016,793.5,
333,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2017,781.6,
334,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2018,792.5,break in time series
335,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2019,801.8,
336,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2020,806.4,
337,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2021,803.2,break in time series
338,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2022,814.4,
339,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,M,Total,Thousand persons,IT,2023,857.3,
340,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2014,418.7,
341,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2015,461.6,
342,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2016,465.8,
343,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2017,455,
344,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2018,471.3,break in time series
345,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2019,486.8,
346,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2020,450.9,
347,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2021,462.5,break in time series
348,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2022,477.8,
349,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,N,Total,Thousand persons,IT,2023,463.6,
350,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2014,841.5,
351,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2015,872.5,
352,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2016,842.5,
353,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2017,826.1,
354,dataflow,Employed persons by occupation and economic activity (NACE Rev. 2) (2008-2026),Annual,Y_GE15,M,O,Total,Thousand persons,IT,2018,802.6,break in time series
