STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,nace_r2,Statistical classification of economic activities in the European Community (NACE Rev. 2),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2014,,6816,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2015,,6739,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2016,,6774,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2017,,7051,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2018,,6747,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2019,,6771,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2020,,4898,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2021,,6689,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2022,,7971,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",M,Males,IT,Italy,2023,,8283,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,E,"Water supply; sewerage, waste management and remediation activities",UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2014,,571,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2015,,555,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2016,,546,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2017,,517,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2018,,468,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2019,,509,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2020,,327,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2021,,482,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2022,,273,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,F,Females,IT,Italy,2023,,279,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2014,,32434,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2015,,30256,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2016,,29389,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2017,,29099,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2018,,27637,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2019,,26720,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2020,,20576,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2021,,27190,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2022,,31200,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,M,Males,IT,Italy,2023,,32495,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,F,Construction,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2014,,10222,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2015,,9600,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2016,,9279,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2017,,9564,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2018,,9425,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2019,,9073,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2020,,6710,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2021,,7760,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2022,,7977,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,F,Females,IT,Italy,2023,,8457,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2014,,22912,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2015,,22135,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2016,,22434,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2017,,22030,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2018,,21258,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2019,,20601,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2020,,15634,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2021,,17012,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2022,,18011,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,M,Males,IT,Italy,2023,,18313,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,G,Wholesale and retail trade; repair of motor vehicles and motorcycles,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2014,,5222,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2015,,4823,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2016,,4961,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2017,,4891,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2018,,4555,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2019,,4610,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2020,,3360,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2021,,4648,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2022,,5601,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,F,Females,IT,Italy,2023,,4375,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2014,,25015,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2015,,24284,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2016,,25192,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2017,,25807,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2018,,24062,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2019,,22476,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2020,,16062,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2021,,24572,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2022,,25770,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,M,Males,IT,Italy,2023,,25008,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2014,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2015,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2016,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2017,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2018,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2019,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2020,,0,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2021,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2022,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,H,Transportation and storage,UNK,Unknown,IT,Italy,2023,,0,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2014,,8430,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2015,,7949,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2016,,8232,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2017,,8450,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2018,,7804,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2019,,7619,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2020,,5549,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2021,,5979,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2022,,7507,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,F,Females,IT,Italy,2023,,8300,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2014,,7914,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2015,,7949,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2016,,8763,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2017,,8925,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2018,,8502,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2019,,8097,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2020,,4797,,b,break in time series,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2021,,6232,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2022,,7895,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,M,Males,IT,Italy,2023,,8820,,,,,
dataflow,ESTAT:HSW_N2_01(1.0),Non-fatal accidents at work by NACE Rev. 2 activity and sex,A,Annual,NR,Number,I,Accommodation and food service activities,UNK,Unknown,IT,Italy,2014,,0,,,,,
